id,player_name
1038,Landry Fields
1039,Gerald Wallace
1040,Luigi Datome
1041,Reggie Evans
1042,Jabari Brown
1043,Carlos Boozer
1044,Jamaal Franklin
1045,Grant Jerrett
1046,Perry Jones
1047,Robbie Hummel
1048,Chris Babb
1049,Henry Walker
1050,Zoran Dragić
1051,Furkan Aldemir
1052,Jason Richardson
1053,Jeffery Taylor
1054,Jason Maxiell
1055,Quincy Miller
1056,Shawne Williams
1057,Cartier Martin
1058,Ricky Ledo
1059,Willie Green
1060,Luke Ridnour
1061,Earl Barron
1062,Jerel McNeal
1063,Sim Bhullar
1064,Ben Gordon
1065,David Wear
1066,Shavlik Randolph
1067,A.J. Price
1068,Toure' Murry
1069,Alexey Shved
1070,Jerrelle Benimon
1071,Malcolm Thomas
1072,Danny Granger
1073,Victor Claver
1074,Kenyon Martin
1075,John Salmons
1076,Andre Dawkins
1077,Ognjen Kuzmić
1078,Tyrus Thomas
1079,Miroslav Raduljica
1080,Chris Douglas-Roberts
1081,Alex Kirk
1082,Jeff Adrien
1083,Brandon Davies
1084,Samuel Dalembert
1085,Patrick Christopher
1086,Tony Mitchell
1087,Xavier Henry
1088,Jannero Pargo
1089,Ronny Turiaf
1090,Gal Mekel
1091,Francisco García
1092,Ronald Roberts
1093,Malcolm Lee
1094,Drew Gordon
1095,Will Cherry
1096,Patric Young
1097,Sebastian Telfair
1098,Shannon Brown
1099,Glen Rice
1100,Andrei Kirilenko
1101,Nemanja Nedović
1102,Ray Allen
1103,Rashard Lewis
1104,Shane Battier
1105,Greg Oden
1106,Derek Fisher
1107,Hasheem Thabeet
1108,Al Harrington
1109,Earl Watson
1110,Andray Blatche
1111,Jason Collins
1112,Nando De Colo
1113,Jermaine O'Neal
1114,Hilton Armstrong
1115,Josh Powell
1116,Ronnie Brewer
1117,D.J. White
1118,Doron Lamb
1119,Melvin Ely
1120,James Southerland
1121,Diante Garrett
1122,Erik Murphy
1123,Othyus Jeffers
1124,Anthony Randolph
1125,Jan Veselý
1126,Chris Wright
1127,Jeremy Tyler
1128,Dionte Christmas
1129,Aaron Gray
1130,Travis Outlaw
1131,Steve Nash
1132,Damion James
1133,Peyton Siva
1134,Adonis Thomas
1135,Jarvis Varnado
1136,Casper Ware
1137,Byron Mullens
1138,Arnett Moultrie
1139,Tornike Shengelia
1140,Chris Singleton
1141,Royce White
1142,Mustafa Shakur
1143,Darius Johnson-Odom
1144,Shane Edwards
1145,Andrew Bynum
1146,Eric Maynor
1147,Andris Biedriņš
1148,Viacheslav Kravtsov
1149,Dexter Pittman
1150,Gustavo Ayón
1151,Josh Harrellson
1152,Antawn Jamison
1153,Chauncey Billups
1154,Vítor Faverani
1155,Roger Mason
1156,Royal Ivey
1157,Keith Bogans
1158,Tyshawn Taylor
1159,Maalik Wayns
1160,Stephen Jackson
1161,Daniel Orton
1162,Ryan Gomes
1163,Solomon Jones
1164,Hamady N'Diaye
1165,Chris Smith
1166,Mike Harris
1167,Josh Childress
1168,Elias Harris
1169,Kwame Brown
1170,Jamaal Tinsley
1171,Tracy McGrady
1172,Sam Young
1173,Ben Hansbrough
1174,Juwan Howard
1175,Keyon Dooling
1176,Donté Greene
1177,Jason Kidd
1178,Quentin Richardson
1179,Marcus Camby
1180,Richard Hamilton
1181,Vladimir Radmanović
1182,Daequan Cook
1183,James White
1184,Jerry Stackhouse
1185,Lamar Odom
1186,Grant Hill
1187,Johan Petro
1188,Ivan Johnson
1189,DeShawn Stevenson
1190,Tim Ohlbrecht
1191,Terrence Williams
1192,Chris Wilcox
1193,Fab Melo
1194,Carlos Delfino
1195,Dwayne Jones
1196,Chris Duhon
1197,Devin Ebanks
1198,Marquis Daniels
1199,Mickaël Gelabale
1200,Sasha Pavlović
1201,Nolan Smith
1202,Jared Jeffries
1203,Hamed Haddadi
1204,Kevin Murphy
1205,Kevin Jones
1206,Chris Quinn
1207,Daniel Gibson
1208,Mickaël Piétrus
1209,Linas Kleiza
1210,Kim English
1211,Corey Maggette
1212,Charles Jenkins
1213,DeQuan Jones
1214,Joel Przybilla
1215,Terrel Harris
1216,Josh Akognon
1217,Rasheed Wallace
1218,Kris Joseph
1219,Luke Walton
1220,DeSagana Diop
1221,Justin Dentmon
1222,DaJuan Summers
1223,Rodrigue Beaubois
1224,Kurt Thomas
1225,Travis Leslie
1226,Dominique Jones
1227,Hakim Warrick
1228,Luke Zeller
1229,Tyler Honeycutt
1230,Dominic McGuire
1231,Josh Selby
1232,Lazar Hayward
1233,Samardo Samuels
1234,Josh Howard
1235,Cory Higgins
1236,Troy Murphy
1237,Darko Miličić
1238,Matt Carroll
1239,Will Conroy
1240,Brandon Roy
1241,Luke Harangody
1242,Eddy Curry
1243,Sean Williams
1244,Craig Brackins
1245,Tony Battie
1246,Bobby Simmons
1247,Trey Thompkins
1248,Gilbert Arenas
1249,Erick Dampier
1250,Brian Scalabrine
1251,Christian Eyenga
1252,Mike Bibby
1253,Dan Gadzuric
1254,Von Wafer
1255,Blake Ahearn
1256,Raja Bell
1257,Baron Davis
1258,Delonte West
1259,Yi Jianlian
1260,Brian Cardinal
1261,Kelenna Azubuike
1262,Ben Wallace
1263,Vernon Macklin
1264,Derrick Byars
1265,Mickell Gladness
1266,Mikki Moore
1267,Brad Miller
1268,Jon Brockman
1269,JaJuan Johnson
1270,Jamario Moon
1271,Derrick Brown
1272,Jordan Williams
1273,Sundiata Gaines
1274,Armon Johnson
1275,Shelden Williams
1276,Ben Uzoh
1277,Jamaal Magloire
1278,Gary Forbes
1279,Solomon Alabi
1280,Morris Almond
1281,Maurice Evans
1282,James Singleton
1283,Brian Cook
1284,Jerome Dyson
1285,Darryl Watkins
