id,matchup_id,game_id,result,team_score,opponent_score,point_diff
6995,38,3498,L,106,112,-6
6996,37,3498,W,112,106,6
6997,129,3499,W,118,95,23
6998,130,3499,L,95,118,-23
6999,457,3500,L,87,90,-3
7000,458,3500,W,90,87,3
7001,500,3501,W,123,95,28
7002,499,3501,L,95,123,-28
7003,128,3502,L,100,115,-15
7004,127,3502,W,115,100,15
7005,509,3503,L,104,109,-5
7006,510,3503,W,109,104,5
7007,66,3504,L,82,108,-26
7008,65,3504,W,108,82,26
7009,625,3505,L,111,116,-5
7010,626,3505,W,116,111,5
7011,21,3506,W,114,102,12
7012,22,3506,L,102,114,-12
7013,265,3507,L,103,108,-5
7014,266,3507,W,108,103,5
7015,475,3508,W,123,116,7
7016,476,3508,L,116,123,-7
7017,632,3509,L,111,116,-5
7018,631,3509,W,116,111,5
7019,453,3510,L,115,120,-5
7020,454,3510,W,120,115,5
7021,264,3511,L,108,114,-6
7022,263,3511,W,114,108,6
7023,269,3512,L,100,105,-5
7024,270,3512,W,105,100,5
7025,617,3513,L,91,109,-18
7026,618,3513,W,109,91,18
7027,624,3514,W,133,112,21
7028,623,3514,L,112,133,-21
7029,594,3515,L,107,111,-4
7030,593,3515,W,111,107,4
7031,109,3516,W,95,79,16
7032,110,3516,L,79,95,-16
7033,597,3517,W,107,106,1
7034,598,3517,L,106,107,-1
7035,671,3518,W,103,91,12
7036,672,3518,L,91,103,-12
7037,729,3519,W,126,107,19
7038,730,3519,L,107,126,-19
7039,144,3520,L,97,108,-11
7040,143,3520,W,108,97,11
7041,869,3521,L,110,111,-1
7042,870,3521,W,111,110,1
7043,494,3522,W,121,114,7
7044,493,3522,L,114,121,-7
7045,105,3523,L,113,118,-5
7046,106,3523,W,118,113,5
7047,110,3524,L,95,104,-9
7048,109,3524,W,104,95,9
7049,414,3525,L,107,131,-24
7050,413,3525,W,131,107,24
7051,415,3526,L,113,126,-13
7052,416,3526,W,126,113,13
7053,422,3527,W,127,123,4
7054,421,3527,L,123,127,-4
7055,304,3528,W,120,102,18
7056,303,3528,L,102,120,-18
7057,36,3529,L,108,121,-13
7058,35,3529,W,121,108,13
7059,165,3530,L,97,118,-21
7060,166,3530,W,118,97,21
7061,665,3531,L,86,115,-29
7062,666,3531,W,115,86,29
7063,709,3532,W,109,104,5
7064,710,3532,L,104,109,-5
7065,510,3533,W,112,87,25
7066,509,3533,L,87,112,-25
7067,467,3534,W,104,99,5
7068,468,3534,L,99,104,-5
7069,447,3535,L,97,108,-11
7070,448,3535,W,108,97,11
7071,837,3536,W,92,89,3
7072,838,3536,L,89,92,-3
7073,136,3537,L,77,106,-29
7074,135,3537,W,106,77,29
7075,435,3538,W,110,106,4
7076,436,3538,L,106,110,-4
7077,641,3539,W,118,108,10
7078,642,3539,L,108,118,-10
7079,120,3540,L,115,120,-5
7080,119,3540,W,120,115,5
7081,277,3541,L,108,115,-7
7082,278,3541,W,115,108,7
7083,719,3542,W,103,91,12
7084,720,3542,L,91,103,-12
7085,733,3543,L,103,117,-14
7086,734,3543,W,117,103,14
7087,70,3544,W,113,91,22
7088,69,3544,L,91,113,-22
7089,225,3545,L,109,121,-12
7090,226,3545,W,121,109,12
7091,788,3546,W,100,93,7
7092,787,3546,L,93,100,-7
7093,780,3547,L,108,119,-11
7094,779,3547,W,119,108,11
7095,48,3548,W,98,88,10
7096,47,3548,L,88,98,-10
7097,449,3549,L,95,110,-15
7098,450,3549,W,110,95,15
7099,372,3550,L,102,117,-15
7100,371,3550,W,117,102,15
7101,4,3551,L,111,130,-19
7102,3,3551,W,130,111,19
7103,41,3552,W,108,98,10
7104,42,3552,L,98,108,-10
7105,824,3553,L,108,121,-13
7106,823,3553,W,121,108,13
7107,470,3554,W,97,95,2
7108,469,3554,L,95,97,-2
7109,352,3555,W,108,105,3
7110,351,3555,L,105,108,-3
7111,580,3556,W,112,78,34
7112,579,3556,L,78,112,-34
7113,365,3557,W,106,86,20
7114,366,3557,L,86,106,-20
7115,582,3558,L,81,97,-16
7116,581,3558,W,97,81,16
7117,432,3559,W,109,97,12
7118,431,3559,L,97,109,-12
7119,271,3560,L,104,116,-12
7120,272,3560,W,116,104,12
7121,356,3561,W,99,98,1
7122,355,3561,L,98,99,-1
7123,454,3562,L,104,107,-3
7124,453,3562,W,107,104,3
7125,578,3563,L,92,104,-12
7126,577,3563,W,104,92,12
7127,103,3564,L,99,100,-1
7128,104,3564,W,100,99,1
7129,27,3565,W,115,91,24
7130,28,3565,L,91,115,-24
7131,62,3566,L,94,143,-49
7132,61,3566,W,143,94,49
7133,195,3567,L,103,118,-15
7134,196,3567,W,118,103,15
7135,163,3568,W,127,125,2
7136,164,3568,L,125,127,-2
7137,309,3569,W,113,107,6
7138,310,3569,L,107,113,-6
7139,570,3570,L,124,129,-5
7140,569,3570,W,129,124,5
7141,334,3571,W,95,94,1
7142,333,3571,L,94,95,-1
7143,160,3572,L,102,113,-11
7144,159,3572,W,113,102,11
7145,331,3573,L,118,124,-6
7146,332,3573,W,124,118,6
7147,192,3574,L,81,101,-20
7148,191,3574,W,101,81,20
7149,828,3575,L,91,108,-17
7150,827,3575,W,108,91,17
7151,50,3576,L,95,125,-30
7152,49,3576,W,125,95,30
7153,821,3577,L,109,119,-10
7154,822,3577,W,119,109,10
7155,14,3578,L,100,108,-8
7156,13,3578,W,108,100,8
7157,125,3579,L,98,104,-6
7158,126,3579,W,104,98,6
7159,605,3580,W,116,103,13
7160,606,3580,L,103,116,-13
7161,712,3581,L,80,110,-30
7162,711,3581,W,110,80,30
7163,55,3582,L,90,107,-17
7164,56,3582,W,107,90,17
7165,852,3583,L,94,103,-9
7166,851,3583,W,103,94,9
7167,633,3584,L,85,96,-11
7168,634,3584,W,96,85,11
7169,745,3585,W,110,102,8
7170,746,3585,L,102,110,-8
7171,31,3586,W,114,98,16
7172,32,3586,L,98,114,-16
7173,805,3587,L,86,107,-21
7174,806,3587,W,107,86,21
7175,176,3588,W,99,88,11
7176,175,3588,L,88,99,-11
7177,698,3589,L,85,107,-22
7178,697,3589,W,107,85,22
7179,146,3590,W,100,92,8
7180,145,3590,L,92,100,-8
7181,226,3591,W,105,97,8
7182,225,3591,L,97,105,-8
7183,71,3592,W,116,88,28
7184,72,3592,L,88,116,-28
7185,6,3593,L,107,114,-7
7186,5,3593,W,114,107,7
7187,496,3594,L,102,118,-16
7188,495,3594,W,118,102,16
7189,121,3595,W,118,111,7
7190,122,3595,L,111,118,-7
7191,637,3596,L,91,100,-9
7192,638,3596,W,100,91,9
7193,111,3597,W,100,97,3
7194,112,3597,L,97,100,-3
7195,139,3598,W,120,95,25
7196,140,3598,L,95,120,-25
7197,127,3599,L,109,127,-18
7198,128,3599,W,127,109,18
7199,468,3600,L,105,113,-8
7200,467,3600,W,113,105,8
7201,703,3601,W,125,85,40
7202,704,3601,L,85,125,-40
7203,434,3602,W,105,83,22
7204,433,3602,L,83,105,-22
7205,524,3603,W,110,99,11
7206,523,3603,L,99,110,-11
7207,315,3604,L,90,102,-12
7208,316,3604,W,102,90,12
7209,858,3605,L,87,102,-15
7210,857,3605,W,102,87,15
7211,197,3606,L,79,111,-32
7212,198,3606,W,111,79,32
7213,324,3607,W,124,116,8
7214,323,3607,L,116,124,-8
7215,503,3608,W,122,113,9
7216,504,3608,L,113,122,-9
7217,458,3609,L,101,104,-3
7218,457,3609,W,104,101,3
7219,647,3610,L,107,118,-11
7220,648,3610,W,118,107,11
7221,487,3611,L,120,123,-3
7222,488,3611,W,123,120,3
7223,517,3612,L,113,118,-5
7224,518,3612,W,118,113,5
7225,316,3613,L,82,86,-4
7226,315,3613,W,86,82,4
7227,382,3614,W,111,87,24
7228,381,3614,L,87,111,-24
7229,604,3615,L,114,146,-32
7230,603,3615,W,146,114,32
7231,13,3616,L,84,107,-23
7232,14,3616,W,107,84,23
7233,792,3617,L,100,107,-7
7234,791,3617,W,107,100,7
7235,307,3618,W,91,88,3
7236,308,3618,L,88,91,-3
7237,529,3619,W,142,116,26
7238,530,3619,L,116,142,-26
7239,567,3620,L,88,92,-4
7240,568,3620,W,92,88,4
7241,818,3621,L,86,98,-12
7242,817,3621,W,98,86,12
7243,442,3622,L,79,92,-13
7244,441,3622,W,92,79,13
7245,114,3623,W,125,116,9
7246,113,3623,L,116,125,-9
7247,347,3624,L,101,106,-5
7248,348,3624,W,106,101,5
7249,809,3625,W,116,113,3
7250,810,3625,L,113,116,-3
7251,367,3626,W,115,109,6
7252,368,3626,L,109,115,-6
7253,849,3627,L,80,126,-46
7254,850,3627,W,126,80,46
7255,374,3628,L,94,99,-5
7256,373,3628,W,99,94,5
7257,308,3629,W,102,93,9
7258,307,3629,L,93,102,-9
7259,104,3630,W,115,107,8
7260,103,3630,L,107,115,-8
7261,486,3631,L,95,99,-4
7262,485,3631,W,99,95,4
7263,278,3632,W,97,91,6
7264,277,3632,L,91,97,-6
7265,92,3633,W,109,102,7
7266,91,3633,L,102,109,-7
7267,798,3634,W,129,113,16
7268,797,3634,L,113,129,-16
7269,391,3635,W,109,105,4
7270,392,3635,L,105,109,-4
7271,865,3636,L,105,106,-1
7272,866,3636,W,106,105,1
7273,210,3637,L,82,99,-17
7274,209,3637,W,99,82,17
7275,30,3638,W,104,101,3
7276,29,3638,L,101,104,-3
7277,79,3639,W,109,98,11
7278,80,3639,L,98,109,-11
7279,504,3640,W,100,93,7
7280,503,3640,L,93,100,-7
7281,362,3641,L,92,110,-18
7282,361,3641,W,110,92,18
7283,623,3642,L,100,110,-10
7284,624,3642,W,110,100,10
7285,162,3643,L,103,110,-7
7286,161,3643,W,110,103,7
7287,842,3644,L,103,112,-9
7288,841,3644,W,112,103,9
7289,132,3645,L,94,95,-1
7290,131,3645,W,95,94,1
7291,581,3646,L,99,112,-13
7292,582,3646,W,112,99,13
7293,166,3647,W,118,95,23
7294,165,3647,L,95,118,-23
7295,747,3648,L,107,125,-18
7296,748,3648,W,125,107,18
7297,323,3649,L,114,135,-21
7298,324,3649,W,135,114,21
7299,433,3650,L,96,111,-15
7300,434,3650,W,111,96,15
7301,338,3651,L,90,98,-8
7302,337,3651,W,98,90,8
7303,779,3652,L,110,118,-8
7304,780,3652,W,118,110,8
7305,584,3653,L,94,133,-39
7306,583,3653,W,133,94,39
7307,648,3654,L,106,114,-8
7308,647,3654,W,114,106,8
7309,254,3655,L,103,111,-8
7310,253,3655,W,111,103,8
7311,325,3656,L,94,113,-19
7312,326,3656,W,113,94,19
7313,766,3657,L,91,118,-27
7314,765,3657,W,118,91,27
7315,833,3658,W,111,104,7
7316,834,3658,L,104,111,-7
7317,148,3659,L,111,120,-9
7318,147,3659,W,120,111,9
7319,164,3660,W,101,97,4
7320,163,3660,L,97,101,-4
7321,497,3661,W,84,74,10
7322,498,3661,L,74,84,-10
7323,695,3662,W,94,87,7
7324,696,3662,L,87,94,-7
7325,724,3663,L,87,90,-3
7326,723,3663,W,90,87,3
7327,44,3664,L,104,111,-7
7328,43,3664,W,111,104,7
7329,75,3665,W,105,87,18
7330,76,3665,L,87,105,-18
7331,677,3666,W,128,112,16
7332,678,3666,L,112,128,-16
7333,240,3667,L,94,102,-8
7334,239,3667,W,102,94,8
7335,774,3668,L,113,117,-4
7336,773,3668,W,117,113,4
7337,341,3669,L,108,109,-1
7338,342,3669,W,109,108,1
7339,113,3670,L,118,122,-4
7340,114,3670,W,122,118,4
7341,814,3671,L,95,111,-16
7342,813,3671,W,111,95,16
7343,536,3672,L,99,112,-13
7344,535,3672,W,112,99,13
7345,456,3673,L,96,107,-11
7346,455,3673,W,107,96,11
7347,791,3674,L,97,114,-17
7348,792,3674,W,114,97,17
7349,714,3675,L,101,125,-24
7350,713,3675,W,125,101,24
7351,202,3676,W,126,115,11
7352,201,3676,L,115,126,-11
7353,559,3677,L,114,119,-5
7354,560,3677,W,119,114,5
7355,764,3678,L,119,124,-5
7356,763,3678,W,124,119,5
7357,145,3679,W,98,97,1
7358,146,3679,L,97,98,-1
7359,806,3680,W,104,97,7
7360,805,3680,L,97,104,-7
7361,521,3681,W,117,112,5
7362,522,3681,L,112,117,-5
7363,426,3682,L,86,94,-8
7364,425,3682,W,94,86,8
7365,525,3683,W,113,99,14
7366,526,3683,L,99,113,-14
7367,548,3684,L,107,120,-13
7368,547,3684,W,120,107,13
7369,430,3685,L,113,118,-5
7370,429,3685,W,118,113,5
7371,786,3686,L,104,112,-8
7372,785,3686,W,112,104,8
7373,499,3687,L,80,97,-17
7374,500,3687,W,97,80,17
7375,524,3688,W,110,107,3
7376,523,3688,L,107,110,-3
7377,552,3689,W,98,92,6
7378,551,3689,L,92,98,-6
7379,108,3690,L,101,108,-7
7380,107,3690,W,108,101,7
7381,493,3691,W,117,115,2
7382,494,3691,L,115,117,-2
7383,601,3692,L,95,112,-17
7384,602,3692,W,112,95,17
7385,637,3693,W,107,96,11
7386,638,3693,L,96,107,-11
7387,196,3694,W,104,88,16
7388,195,3694,L,88,104,-16
7389,541,3695,W,104,101,3
7390,542,3695,L,101,104,-3
7391,404,3696,L,102,107,-5
7392,403,3696,W,107,102,5
7393,495,3697,L,94,112,-18
7394,496,3697,W,112,94,18
7395,630,3698,L,99,103,-4
7396,629,3698,W,103,99,4
7397,462,3699,L,110,137,-27
7398,461,3699,W,137,110,27
7399,390,3700,L,99,108,-9
7400,389,3700,W,108,99,9
7401,381,3701,L,99,112,-13
7402,382,3701,W,112,99,13
7403,369,3702,W,127,108,19
7404,370,3702,L,108,127,-19
7405,443,3703,W,113,104,9
7406,444,3703,L,104,113,-9
7407,537,3704,W,96,90,6
7408,538,3704,L,90,96,-6
7409,485,3705,L,96,105,-9
7410,486,3705,W,105,96,9
7411,255,3706,L,94,95,-1
7412,256,3706,W,95,94,1
7413,357,3707,W,99,94,5
7414,358,3707,L,94,99,-5
7415,683,3708,W,119,104,15
7416,684,3708,L,104,119,-15
7417,639,3709,L,107,120,-13
7418,640,3709,W,120,107,13
7419,300,3710,W,101,94,7
7420,299,3710,L,94,101,-7
7421,250,3711,L,110,121,-11
7422,249,3711,W,121,110,11
7423,471,3712,W,130,122,8
7424,472,3712,L,122,130,-8
7425,293,3713,W,109,100,9
7426,294,3713,L,100,109,-9
7427,366,3714,L,101,108,-7
7428,365,3714,W,108,101,7
7429,737,3715,W,105,83,22
7430,738,3715,L,83,105,-22
7431,285,3716,L,112,124,-12
7432,286,3716,W,124,112,12
7433,721,3717,W,112,92,20
7434,722,3717,L,92,112,-20
7435,46,3718,L,110,113,-3
7436,45,3718,W,113,110,3
7437,445,3719,L,109,119,-10
7438,446,3719,W,119,109,10
7439,98,3720,L,103,112,-9
7440,97,3720,W,112,103,9
7441,787,3721,L,91,97,-6
7442,788,3721,W,97,91,6
7443,304,3722,W,104,98,6
7444,303,3722,L,98,104,-6
7445,150,3723,L,111,129,-18
7446,149,3723,W,129,111,18
7447,387,3724,L,121,126,-5
7448,388,3724,W,126,121,5
7449,65,3725,L,98,119,-21
7450,66,3725,W,119,98,21
7451,12,3726,W,124,107,17
7452,11,3726,L,107,124,-17
7453,257,3727,W,122,116,6
7454,258,3727,L,116,122,-6
7455,371,3728,W,119,97,22
7456,372,3728,L,97,119,-22
7457,825,3729,L,86,113,-27
7458,826,3729,W,113,86,27
7459,281,3730,W,101,99,2
7460,282,3730,L,99,101,-2
7461,741,3731,L,83,101,-18
7462,742,3731,W,101,83,18
7463,551,3732,W,122,114,8
7464,552,3732,L,114,122,-8
7465,411,3733,W,110,91,19
7466,412,3733,L,91,110,-19
7467,701,3734,L,93,113,-20
7468,702,3734,W,113,93,20
7469,756,3735,L,110,116,-6
7470,755,3735,W,116,110,6
7471,183,3736,L,89,104,-15
7472,184,3736,W,104,89,15
7473,151,3737,W,115,107,8
7474,152,3737,L,107,115,-8
7475,727,3738,W,104,99,5
7476,728,3738,L,99,104,-5
7477,690,3739,W,99,85,14
7478,689,3739,L,85,99,-14
7479,431,3740,W,125,122,3
7480,432,3740,L,122,125,-3
7481,276,3741,W,141,113,28
7482,275,3741,L,113,141,-28
7483,154,3742,W,115,99,16
7484,153,3742,L,99,115,-16
7485,681,3743,L,94,108,-14
7486,682,3743,W,108,94,14
7487,555,3744,L,113,120,-7
7488,556,3744,W,120,113,7
7489,29,3745,W,114,95,19
7490,30,3745,L,95,114,-19
7491,785,3746,W,124,111,13
7492,786,3746,L,111,124,-13
7493,361,3747,W,110,83,27
7494,362,3747,L,83,110,-27
7495,735,3748,W,117,106,11
7496,736,3748,L,106,117,-11
7497,34,3749,W,115,107,8
7498,33,3749,L,107,115,-8
7499,378,3750,L,94,97,-3
7500,377,3750,W,97,94,3
7501,229,3751,L,81,96,-15
7502,230,3751,W,96,81,15
7503,434,3752,L,89,103,-14
7504,433,3752,W,103,89,14
7505,283,3753,L,107,114,-7
7506,284,3753,W,114,107,7
7507,419,3754,L,101,123,-22
7508,420,3754,W,123,101,22
7509,441,3755,W,101,69,32
7510,442,3755,L,69,101,-32
7511,715,3756,W,95,87,8
7512,716,3756,L,87,95,-8
7513,667,3757,W,112,110,2
7514,668,3757,L,110,112,-2
7515,125,3758,W,96,90,6
7516,126,3758,L,90,96,-6
7517,693,3759,W,105,100,5
7518,694,3759,L,100,105,-5
7519,593,3760,L,116,119,-3
7520,594,3760,W,119,116,3
7521,252,3761,W,101,92,9
7522,251,3761,L,92,101,-9
7523,394,3762,L,87,114,-27
7524,393,3762,W,114,87,27
7525,317,3763,W,109,93,16
7526,318,3763,L,93,109,-16
7527,591,3764,L,86,107,-21
7528,592,3764,W,107,86,21
7529,385,3765,L,117,120,-3
7530,386,3765,W,120,117,3
7531,100,3766,W,96,89,7
7532,99,3766,L,89,96,-7
7533,177,3767,W,114,106,8
7534,178,3767,L,106,114,-8
7535,18,3768,W,104,103,1
7536,17,3768,L,103,104,-1
7537,101,3769,L,86,91,-5
7538,102,3769,W,91,86,5
7539,334,3770,L,91,96,-5
7540,333,3770,W,96,91,5
7541,339,3771,L,93,110,-17
7542,340,3771,W,110,93,17
7543,152,3772,W,105,104,1
7544,151,3772,L,104,105,-1
7545,813,3773,L,99,102,-3
7546,814,3773,W,102,99,3
7547,801,3774,L,96,114,-18
7548,802,3774,W,114,96,18
7549,2,3775,L,88,97,-9
7550,1,3775,W,97,88,9
7551,822,3776,L,107,112,-5
7552,821,3776,W,112,107,5
7553,620,3777,W,117,100,17
7554,619,3777,L,100,117,-17
7555,112,3778,L,101,122,-21
7556,111,3778,W,122,101,21
7557,343,3779,L,112,117,-5
7558,344,3779,W,117,112,5
7559,333,3780,L,94,103,-9
7560,334,3780,W,103,94,9
7561,179,3781,L,121,125,-4
7562,180,3781,W,125,121,4
7563,812,3782,L,89,110,-21
7564,811,3782,W,110,89,21
7565,274,3783,L,112,119,-7
7566,273,3783,W,119,112,7
7567,475,3784,L,93,103,-10
7568,476,3784,W,103,93,10
7569,729,3785,L,84,102,-18
7570,730,3785,W,102,84,18
7571,636,3786,W,130,107,23
7572,635,3786,L,107,130,-23
7573,433,3787,W,98,90,8
7574,434,3787,L,90,98,-8
7575,266,3788,W,97,86,11
7576,265,3788,L,86,97,-11
7577,54,3789,L,115,117,-2
7578,53,3789,W,117,115,2
7579,388,3790,L,94,103,-9
7580,387,3790,W,103,94,9
7581,652,3791,W,133,103,30
7582,651,3791,L,103,133,-30
7583,480,3792,L,93,104,-11
7584,479,3792,W,104,93,11
7585,81,3793,L,97,101,-4
7586,82,3793,W,101,97,4
7587,706,3794,W,109,104,5
7588,705,3794,L,104,109,-5
7589,384,3795,W,119,112,7
7590,383,3795,L,112,119,-7
7591,594,3796,W,115,113,2
7592,593,3796,L,113,115,-2
7593,21,3797,L,104,116,-12
7594,22,3797,W,116,104,12
7595,223,3798,L,88,130,-42
7596,224,3798,W,130,88,42
7597,663,3799,L,101,111,-10
7598,664,3799,W,111,101,10
7599,40,3800,L,94,128,-34
7600,39,3800,W,128,94,34
7601,672,3801,L,110,113,-3
7602,671,3801,W,113,110,3
7603,52,3802,L,87,96,-9
7604,51,3802,W,96,87,9
7605,795,3803,W,114,93,21
7606,796,3803,L,93,114,-21
7607,295,3804,W,111,107,4
7608,296,3804,L,107,111,-4
7609,32,3805,L,79,96,-17
7610,31,3805,W,96,79,17
7611,260,3806,L,91,107,-16
7612,259,3806,W,107,91,16
7613,139,3807,L,108,112,-4
7614,140,3807,W,112,108,4
7615,583,3808,W,87,77,10
7616,584,3808,L,77,87,-10
7617,180,3809,L,121,126,-5
7618,179,3809,W,126,121,5
7619,450,3810,W,128,120,8
7620,449,3810,L,120,128,-8
7621,222,3811,W,93,88,5
7622,221,3811,L,88,93,-5
7623,617,3812,L,111,115,-4
7624,618,3812,W,115,111,4
7625,763,3813,W,116,97,19
7626,764,3813,L,97,116,-19
7627,143,3814,W,102,92,10
7628,144,3814,L,92,102,-10
7629,504,3815,W,132,130,2
7630,503,3815,L,130,132,-2
7631,292,3816,L,91,109,-18
7632,291,3816,W,109,91,18
7633,423,3817,W,114,96,18
7634,424,3817,L,96,114,-18
7635,80,3818,L,97,100,-3
7636,79,3818,W,100,97,3
7637,119,3819,W,108,92,16
7638,120,3819,L,92,108,-16
7639,330,3820,L,84,105,-21
7640,329,3820,W,105,84,21
7641,559,3821,L,100,117,-17
7642,560,3821,W,117,100,17
7643,817,3822,L,99,107,-8
7644,818,3822,W,107,99,8
7645,464,3823,W,117,111,6
7646,463,3823,L,111,117,-6
7647,136,3824,L,96,106,-10
7648,135,3824,W,106,96,10
7649,505,3825,L,90,102,-12
7650,506,3825,W,102,90,12
7651,99,3826,W,108,100,8
7652,100,3826,L,100,108,-8
7653,284,3827,W,124,76,48
7654,283,3827,L,76,124,-48
7655,106,3828,L,115,120,-5
7656,105,3828,W,120,115,5
7657,8,3829,W,105,100,5
7658,7,3829,L,100,105,-5
7659,115,3830,L,109,116,-7
7660,116,3830,W,116,109,7
7661,234,3831,L,91,103,-12
7662,233,3831,W,103,91,12
7663,501,3832,L,131,140,-9
7664,502,3832,W,140,131,9
7665,483,3833,W,122,121,1
7666,484,3833,L,121,122,-1
7667,353,3834,L,99,102,-3
7668,354,3834,W,102,99,3
7669,564,3835,L,120,129,-9
7670,563,3835,W,129,120,9
7671,563,3836,L,116,137,-21
7672,564,3836,W,137,116,21
7673,563,3837,W,118,113,5
7674,564,3837,L,113,118,-5
7675,564,3838,L,113,132,-19
7676,563,3838,W,132,113,19
7677,564,3839,L,91,113,-22
7678,563,3839,W,113,91,22
7679,354,3840,W,135,102,33
7680,353,3840,L,102,135,-33
7681,353,3841,L,99,112,-13
7682,354,3841,W,112,99,13
7683,721,3842,W,129,115,14
7684,722,3842,L,115,129,-14
7685,353,3843,W,111,108,3
7686,354,3843,L,108,111,-3
7687,721,3844,W,120,108,12
7688,722,3844,L,108,120,-12
7689,354,3845,W,130,86,44
7690,353,3845,L,86,130,-44
7691,354,3846,W,117,104,13
7692,353,3846,L,104,117,-13
7693,722,3847,L,100,136,-36
7694,721,3847,W,136,100,36
7695,155,3848,L,105,115,-10
7696,156,3848,W,115,105,10
7697,722,3849,L,111,113,-2
7698,721,3849,W,113,111,2
7699,156,3850,L,91,92,-1
7700,155,3850,W,92,91,1
7701,170,3851,W,114,75,39
7702,169,3851,L,75,114,-39
7703,155,3852,L,101,123,-22
7704,156,3852,W,123,101,22
7705,169,3853,L,107,110,-3
7706,170,3853,W,110,107,3
7707,608,3854,W,121,95,26
7708,607,3854,L,95,121,-26
7709,170,3855,L,104,125,-21
7710,169,3855,W,125,104,21
7711,572,3856,W,109,102,7
7712,571,3856,L,102,109,-7
7713,156,3857,L,102,121,-19
7714,155,3857,W,121,102,19
7715,608,3858,W,102,91,11
7716,607,3858,L,91,102,-11
7717,572,3859,W,115,94,21
7718,571,3859,L,94,115,-21
7719,170,3860,W,103,92,11
7720,169,3860,L,92,103,-11
7721,607,3861,L,104,115,-11
7722,608,3861,W,115,104,11
7723,156,3862,L,89,116,-27
7724,155,3862,W,116,89,27
7725,169,3863,L,96,121,-25
7726,170,3863,W,121,96,25
7727,571,3864,L,103,125,-22
7728,572,3864,W,125,103,22
7729,607,3865,L,94,106,-12
7730,608,3865,W,106,94,12
7731,155,3866,L,119,129,-10
7732,156,3866,W,129,119,10
7733,169,3867,W,126,99,27
7734,170,3867,L,99,126,-27
7735,571,3868,L,105,116,-11
7736,572,3868,W,116,105,11
7737,155,3869,L,111,123,-12
7738,156,3869,W,123,111,12
7739,729,3870,W,104,91,13
7740,730,3870,L,91,104,-13
7741,326,3871,W,115,99,16
7742,325,3871,L,99,115,-16
7743,730,3872,W,98,93,5
7744,729,3872,L,93,98,-5
7745,654,3873,W,105,83,22
7746,653,3873,L,83,105,-22
7747,185,3874,W,92,89,3
7748,186,3874,L,89,92,-3
7749,109,3875,W,103,96,7
7750,110,3875,L,96,103,-7
7751,653,3876,L,97,108,-11
7752,654,3876,W,108,97,11
7753,325,3877,L,99,103,-4
7754,326,3877,W,103,99,4
7755,110,3878,L,103,116,-13
7756,109,3878,W,116,103,13
7757,729,3879,W,96,92,4
7758,730,3879,L,92,96,-4
7759,133,3880,L,99,105,-6
7760,134,3880,W,105,99,6
7761,326,3881,L,101,111,-10
7762,325,3881,W,111,101,10
7763,186,3882,L,93,118,-25
7764,185,3882,W,118,93,25
7765,611,3883,W,128,103,25
7766,612,3883,L,103,128,-25
7767,11,3884,W,106,102,4
7768,12,3884,L,102,106,-4
7769,730,3885,L,98,105,-7
7770,729,3885,W,105,98,7
7771,134,3886,W,113,109,4
7772,133,3886,L,109,113,-4
7773,654,3887,W,104,95,9
7774,653,3887,L,95,104,-9
7775,326,3888,L,98,116,-18
7776,325,3888,W,116,98,18
7777,611,3889,W,119,113,6
7778,612,3889,L,113,119,-6
7779,185,3890,W,87,76,11
7780,186,3890,L,76,87,-11
7781,109,3891,L,108,110,-2
7782,110,3891,W,110,108,2
7783,654,3892,W,104,87,17
7784,653,3892,L,87,104,-17
7785,730,3893,W,111,106,5
7786,729,3893,L,106,111,-5
7787,134,3894,L,113,115,-2
7788,133,3894,W,115,113,2
7789,11,3895,W,119,114,5
7790,12,3895,L,114,119,-5
7791,109,3896,L,94,105,-11
7792,110,3896,W,105,94,11
7793,185,3897,L,77,104,-27
7794,186,3897,W,104,77,27
7795,325,3898,L,101,109,-8
7796,326,3898,W,109,101,8
7797,133,3899,L,111,115,-4
7798,134,3899,W,115,111,4
7799,612,3900,L,81,110,-29
7800,611,3900,W,110,81,29
7801,653,3901,W,111,97,14
7802,654,3901,L,97,111,-14
7803,186,3902,L,100,106,-6
7804,185,3902,W,106,100,6
7805,729,3903,L,91,99,-8
7806,730,3903,W,99,91,8
7807,12,3904,L,111,117,-6
7808,11,3904,W,117,111,6
7809,110,3905,L,82,96,-14
7810,109,3905,W,96,82,14
7811,133,3906,L,87,118,-31
7812,134,3906,W,118,87,31
7813,653,3907,W,106,102,4
7814,654,3907,L,102,106,-4
7815,325,3908,L,107,114,-7
7816,326,3908,W,114,107,7
7817,612,3909,L,109,121,-12
7818,611,3909,W,121,109,12
7819,110,3910,L,82,111,-29
7820,109,3910,W,111,82,29
7821,729,3911,W,97,95,2
7822,730,3911,L,95,97,-2
7823,12,3912,L,108,109,-1
7824,11,3912,W,109,108,1
7825,186,3913,W,97,83,14
7826,185,3913,L,83,97,-14
7827,475,3914,W,103,100,3
7828,476,3914,L,100,103,-3
7829,571,3915,W,98,83,15
7830,572,3915,L,83,98,-15
7831,99,3916,L,94,112,-18
7832,100,3916,W,112,94,18
7833,421,3917,L,94,109,-15
7834,422,3917,W,109,94,15
7835,469,3918,L,95,115,-20
7836,470,3918,W,115,95,20
7837,239,3919,W,111,105,6
7838,240,3919,L,105,111,-6
7839,308,3920,L,102,110,-8
7840,307,3920,W,110,102,8
